jornada,dia,hora,team_a,team_b,expected_elo_a,expected_elo_a_std,expected_elo_b,expected_elo_b_std,prob_vitoria_a,prob_empate,prob_vitoria_b,expected_goals_a,expected_goals_a_std,expected_goals_b,expected_goals_b_std,ocorrencias,divisao,grupo,distribuicao_placares
Final,-,-,Eng. Física,Eng. e Gestão Industrial,1182.9,25.0,1334.6,11.1,18.1818,0.0000,81.8182,0.45,0.78,1.64,0.77,11,1,,0-2:72.7273%|2-0:18.1818%|1-2:9.0909%
Final,-,-,Ciências Biomédicas,Eng. Química,1337.0,7.9,1083.2,12.8,92.8571,0.0000,7.1429,1.86,0.52,0.14,0.52,14,1,,2-0:92.8571%|0-2:7.1429%
Final,-,-,Design,Eng. Física,1298.4,8.7,1191.0,0.0,60.0000,0.0000,40.0000,1.20,0.98,0.80,0.98,5,1,,2-0:60.0000%|0-2:40.0000%
Final,-,-,Eng. Eletrónica e Telecomunicações,Gestão,1321.5,10.5,1120.0,0.0,100.0000,0.0000,0.0000,2.00,0.00,0.00,0.00,2,1,,2-0:100.0000%
Final,-,-,Biologia,Gestão,1334.3,9.9,1115.7,9.7,83.3333,0.0000,16.6667,1.67,0.75,0.33,0.75,6,1,,2-0:83.3333%|0-2:16.6667%
Final,-,-,Eng. e Gestão Industrial,Gestão,1334.0,0.0,1120.0,0.0,100.0000,0.0000,0.0000,2.00,0.00,0.00,0.00,1,1,,2-0:100.0000%
Final,-,-,Design,Eng. Química,1284.0,0.0,1087.0,0.0,100.0000,0.0000,0.0000,2.00,0.00,0.00,0.00,1,1,,2-0:100.0000%
Final,-,-,Ciências Biomédicas,Gestão,1342.0,0.0,1120.0,0.0,100.0000,0.0000,0.0000,2.00,0.00,0.00,0.00,1,1,,2-0:100.0000%
Liguilha 1,-,-,Eng. Civil,Psicologia,825.6,22.4,740.5,16.9,68.3905,0.0000,31.6095,1.42,0.87,0.75,0.91,962435,1,,2-0:56.8357%|0-2:26.0456%|2-1:11.5548%|1-2:5.5639%
Liguilha 2,-,-,"Línguas, Literaturas e Culturas",Psicologia,605.0,0.0,740.3,75.3,24.5743,0.0000,75.4257,0.57,0.86,1.55,0.82,251319,1,,0-2:67.3550%|2-0:20.8655%|1-2:8.0706%|2-1:3.7088%
Liguilha 3,-,-,Eng. Civil,"Línguas, Literaturas e Culturas",825.7,77.0,605.0,95.0,83.8131,0.0000,16.1869,1.69,0.71,0.37,0.75,241899,1,,2-0:79.0801%|0-2:14.4122%|2-1:4.7330%|1-2:1.7747%
Liguilha 2,-,-,Eng. Física,Psicologia,807.6,16.9,740.2,75.3,63.8698,0.0000,36.1302,1.34,0.90,0.82,0.93,553863,1,,2-0:54.3380%|0-2:29.5994%|2-1:9.5318%|1-2:6.5309%
Liguilha 3,-,-,Eng. Civil,Eng. Física,825.9,77.0,807.5,63.1,53.8423,0.0000,46.1577,1.16,0.94,1.02,0.95,533129,1,,2-0:44.1788%|0-2:37.7291%|2-1:9.6635%|1-2:8.4285%
Liguilha 2,-,-,Gestão,Psicologia,731.4,8.7,740.4,75.3,48.5525,0.0000,51.4475,1.06,0.95,1.13,0.94,194818,1,,0-2:42.1096%|2-0:38.3317%|2-1:10.2208%|1-2:9.3379%
Liguilha 3,-,-,Eng. Civil,Gestão,825.7,77.1,731.4,75.6,67.3390,0.0000,32.6610,1.40,0.88,0.74,0.92,187407,1,,2-0:58.9882%|0-2:26.9584%|2-1:8.3508%|1-2:5.7026%
Liguilha 1,-,-,Geologia,Psicologia,885.0,0.0,740.4,17.0,78.9831,0.0000,21.0169,1.60,0.79,0.50,0.82,37565,1,,2-0:71.4388%|0-2:18.9512%|2-1:7.5443%|1-2:2.0658%
Liguilha 3,-,-,Geologia,Gestão,884.1,65.5,731.5,76.6,76.5484,0.0000,23.4516,1.56,0.81,0.54,0.85,7411,1,,2-0:69.6127%|0-2:20.3481%|2-1:6.9356%|1-2:3.1035%
Liguilha 3,-,-,Geologia,"Línguas, Literaturas e Culturas",884.8,65.1,606.3,96.1,89.7771,0.0000,10.2229,1.80,0.59,0.23,0.62,9420,1,,2-0:86.9214%|0-2:9.4055%|2-1:2.8556%|1-2:0.8174%
Liguilha 3,-,-,Eng. Física,Geologia,807.1,63.7,884.9,65.0,35.2030,0.0000,64.7970,0.80,0.93,1.36,0.90,20734,1,,0-2:55.5561%|2-0:29.1550%|1-2:9.2409%|2-1:6.0480%
