team,p_playoffs,p_meias_finais,p_finais,p_champion,p_promocao,p_descida,expected_points,expected_points_std,expected_place_in_group,expected_place_in_group_std,avg_final_elo,avg_final_elo_std
Administração Pública,100.0000,7.5534,1.5757,0.6195,100.0000,0.0000,27.00,0.00,1.00,0.00,926.0,0.0
Biologia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.00,0.00,7.00,0.00,575.0,0.0
Bioquímica,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.00,0.00,3.00,0.00,822.0,0.0
Biotecnologia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.00,0.00,9.00,0.00,533.0,0.0
Ciências Biomédicas,0.0000,0.0000,0.0000,0.0000,31.2935,0.0000,24.00,0.00,2.00,0.00,764.0,0.0
Ciências do Mar,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.00,0.00,8.00,0.00,872.0,0.0
Contabilidade,100.0000,0.0000,0.0000,0.0000,100.0000,0.0000,28.00,0.00,1.00,0.00,680.0,0.0
Design,100.0000,45.9002,24.3961,12.0092,0.0000,0.0000,21.00,0.00,5.00,0.00,1122.0,0.0
Economia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,11.00,0.00,321.0,0.0
Eng. Biomédica,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.00,0.00,7.00,0.00,803.0,0.0
Eng. Civil,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.00,0.00,6.00,0.00,482.0,0.0
Eng. Computacional,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.00,0.00,8.00,0.00,331.0,0.0
Eng. Computadores e Telemática,0.0000,0.0000,0.0000,0.0000,0.0000,52.0620,11.00,0.00,9.00,0.00,834.0,0.0
Eng. Eletrónica e Telecomunicações,100.0000,100.0000,66.4915,35.1263,0.0000,0.0000,30.00,0.00,1.00,0.00,1284.0,0.0
Eng. Eletrónica e Telecomunicações B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.00,0.00,9.00,0.00,217.0,0.0
Eng. Física,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.00,0.00,4.00,0.00,519.0,0.0
Eng. Informática,100.0000,92.4466,31.9328,15.4245,0.0000,0.0000,28.00,0.00,2.00,0.00,1172.0,0.0
Eng. Informática B,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.00,0.00,3.00,0.00,566.0,0.0
Eng. Mecânica,100.0000,95.2914,45.2614,22.0664,0.0000,0.0000,25.00,0.00,3.00,0.00,1211.0,0.0
Eng. de Materiais,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.00,0.00,10.00,0.00,396.0,0.0
Eng. do Ambiente,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.00,0.00,5.00,0.00,480.0,0.0
Eng. e Gestão Industrial,100.0000,54.0998,28.8235,14.1575,0.0000,0.0000,21.00,0.00,4.00,0.00,1149.0,0.0
Fisioterapia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.00,0.00,4.00,0.00,695.0,0.0
Física,0.0000,0.0000,0.0000,0.0000,20.7685,0.0000,27.00,0.00,2.00,0.00,740.0,0.0
Geologia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.00,0.00,8.00,0.00,477.0,0.0
Gestão,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.00,0.00,10.00,0.00,158.0,0.0
Gestão e Planeamento em Turismo,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,2.00,0.00,12.00,0.00,563.0,0.0
Línguas e Relações Empresariais,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,10.00,0.00,10.00,0.00,824.0,0.0
MTC,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.00,0.00,5.00,0.00,388.0,0.0
Matemática,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.00,0.00,7.00,0.00,292.0,0.0
Medicina,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.00,0.00,6.00,0.00,323.0,0.0
Música,0.0000,0.0000,0.0000,0.0000,0.0000,100.0000,3.00,0.00,11.00,0.00,648.0,0.0
Psicologia,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.00,0.00,11.00,0.00,82.0,0.0
Tecnologias de Informação,100.0000,4.7086,1.5190,0.5966,0.0000,0.0000,18.00,0.00,6.00,0.00,940.0,0.0
