jornada,dia,hora,team_a,team_b,expected_elo_a,expected_elo_a_std,expected_elo_b,expected_elo_b_std,prob_vitoria_a,prob_empate,prob_vitoria_b,expected_goals_a,expected_goals_a_std,expected_goals_b,expected_goals_b_std,ocorrencias,divisao,grupo,distribuicao_placares
Final,-,-,Contabilidade,Eng. Mecânica,811.0,0.0,1381.0,0.0,43.4800,0.0000,56.5200,9.24,5.51,10.21,5.59,10000,1,,10-12:0.8500%|9-11:0.7900%|7-9:0.7300%|8-10:0.6700%|9-10:0.6200%|11-13:0.6200%|10-11:0.6100%|6-8:0.6000%|0-9:0.5800%|0-2:0.5700%|0-13:0.5500%|12-13:0.5500%|0-12:0.5500%|11-8:0.5300%|0-10:0.5200%|12-14:0.5100%|0-11:0.5000%|10-6:0.5000%|11-0:0.5000%|7-11:0.5000%|0-8:0.4900%|11-12:0.4900%|5-7:0.4800%|14-15:0.4800%|11-10:0.4600%|10-9:0.4600%|9-7:0.4600%|8-12:0.4600%|10-8:0.4600%|9-13:0.4500%|8-9:0.4500%|13-10:0.4500%|10-0:0.4500%|11-7:0.4400%|8-11:0.4400%|12-10:0.4400%|7-0:0.4400%|12-5:0.4300%|8-6:0.4300%|6-5:0.4300%|9-8:0.4300%|13-15:0.4300%|7-15:0.4200%|13-8:0.4200%|7-6:0.4200%|7-8:0.4200%|14-11:0.4100%|10-13:0.4100%|8-13:0.4100%|7-12:0.4100%|13-14:0.4100%|9-12:0.4100%|13-12:0.4000%|5-11:0.4000%|13-7:0.4000%|12-8:0.3800%|11-6:0.3800%|6-9:0.3800%|5-12:0.3800%|0-5:0.3800%|8-7:0.3800%|11-5:0.3700%|8-14:0.3700%|8-0:0.3700%|11-9:0.3700%|6-10:0.3700%|9-14:0.3700%|5-0:0.3600%|0-7:0.3600%|6-7:0.3600%|6-11:0.3500%|12-11:0.3500%|0-6:0.3500%|3-6:0.3500%|0-14:0.3500%|6-14:0.3400%|13-0:0.3400%|12-0:0.3400%|5-15:0.3400%|14-16:0.3400%|10-7:0.3300%|10-4:0.3300%|4-10:0.3300%|4-15:0.3300%|11-21:0.3300%|0-15:0.3200%|7-5:0.3200%|6-16:0.3200%|0-17:0.3200%|4-7:0.3200%|7-10:0.3200%|2-11:0.3200%|4-11:0.3200%|7-16:0.3100%|6-12:0.3100%|4-12:0.3100%|8-5:0.3100%|13-5:0.3100%|16-13:0.3100%|14-8:0.3100%|11-14:0.3100%|14-12:0.3100%|0-16:0.3100%|9-4:0.3000%|13-9:0.3000%|14-7:0.3000%|5-9:0.3000%|8-21:0.3000%|6-13:0.3000%|21-10:0.3000%|9-15:0.3000%|0-21:0.3000%|12-7:0.2900%|13-6:0.2900%|15-9:0.2900%|5-6:0.2900%|2-10:0.2900%|10-21:0.2900%|16-10:0.2900%|9-6:0.2900%|16-9:0.2800%|13-21:0.2800%|6-15:0.2800%|7-18:0.2800%|15-17:0.2800%|15-8:0.2800%|12-6:0.2800%|3-13:0.2800%|7-21:0.2800%|8-17:0.2800%|15-0:0.2700%|9-5:0.2700%|14-0:0.2700%|12-15:0.2700%|3-7:0.2700%|14-9:0.2700%|5-8:0.2700%|6-0:0.2700%|14-10:0.2700%|15-11:0.2700%|9-0:0.2600%|15-13:0.2600%|11-4:0.2600%|13-4:0.2600%|10-14:0.2600%|7-3:0.2600%|9-3:0.2600%|4-8:0.2600%|10-15:0.2600%|4-9:0.2600%|12-9:0.2600%|12-21:0.2500%|8-3:0.2500%|3-5:0.2500%|3-14:0.2500%|9-17:0.2500%|8-15:0.2500%|13-11:0.2500%|2-9:0.2500%|7-17:0.2500%|7-13:0.2500%|17-7:0.2400%|0-4:0.2400%|16-7:0.2400%|3-16:0.2400%|5-10:0.2400%|16-11:0.2400%|4-6:0.2400%|14-13:0.2400%|14-21:0.2300%|1-2:0.2300%|4-5:0.2300%|5-13:0.2300%|11-16:0.2300%|10-17:0.2300%|11-15:0.2300%|15-14:0.2300%|9-2:0.2300%|12-4:0.2300%|7-14:0.2300%|4-13:0.2300%|3-10:0.2300%|3-9:0.2200%|9-18:0.2200%|4-14:0.2200%|4-21:0.2200%|9-16:0.2200%|3-8:0.2200%|8-4:0.2200%|3-11:0.2200%|5-16:0.2200%|15-12:0.2200%|0-3:0.2200%|2-13:0.2100%|18-10:0.2100%|2-4:0.2100%|11-17:0.2100%|16-6:0.2100%|1-13:0.2100%|3-0:0.2100%|12-3:0.2100%|21-9:0.2100%|7-4:0.2100%|10-18:0.2100%|14-6:0.2100%|6-4:0.2000%|13-19:0.2000%|15-10:0.2000%|5-17:0.2000%|5-3:0.2000%|13-17:0.2000%|15-6:0.2000%|16-14:0.2000%|3-12:0.2000%|18-9:0.2000%|21-13:0.2000%|1-9:0.2000%|10-16:0.2000%|13-18:0.1900%|16-17:0.1900%|21-0:0.1900%|14-5:0.1900%|3-21:0.1900%|8-18:0.1900%|8-16:0.1900%|11-3:0.1900%|5-4:0.1900%|15-16:0.1900%|16-8:0.1900%|17-9:0.1900%|3-15:0.1900%|17-10:0.1800%|18-11:0.1800%|6-21:0.1800%|17-16:0.1800%|17-13:0.1800%|17-8:0.1800%|16-0:0.1800%|16-12:0.1800%|15-5:0.1800%|10-5:0.1800%|17-4:0.1800%|12-18:0.1800%|21-11:0.1800%|4-17:0.1700%|3-17:0.1700%|12-17:0.1700%|5-2:0.1700%|17-11:0.1700%|2-14:0.1700%|13-3:0.1700%|6-19:0.1700%|1-7:0.1700%|6-17:0.1700%|11-19:0.1700%|21-6:0.1700%|21-23:0.1700%|1-14:0.1600%|17-0:0.1600%|18-16:0.1600%|3-4:0.1600%|10-3:0.1600%|15-7:0.1600%|2-7:0.1600%|4-0:0.1600%|13-2:0.1600%|12-16:0.1600%|6-2:0.1600%|9-19:0.1600%|21-8:0.1600%|10-2:0.1600%|14-1:0.1600%|3-19:0.1600%|21-15:0.1600%|14-17:0.1600%|2-15:0.1600%|16-18:0.1600%|19-8:0.1600%|6-1:0.1600%|1-8:0.1600%|4-16:0.1600%|2-8:0.1500%|8-19:0.1500%|12-2:0.1500%|5-14:0.1500%|19-10:0.1500%|6-18:0.1500%|2-6:0.1500%|8-2:0.1500%|2-0:0.1500%|11-18:0.1500%|12-1:0.1500%|7-2:0.1500%|6-3:0.1500%|18-21:0.1500%|9-21:0.1500%|21-12:0.1500%|4-18:0.1400%|8-1:0.1400%|11-1:0.1400%|13-16:0.1400%|15-21:0.1400%|17-12:0.1400%|1-0:0.1400%|16-15:0.1400%|15-18:0.1400%|0-19:0.1400%|19-0:0.1400%|18-0:0.1400%|14-2:0.1400%|18-14:0.1400%|21-3:0.1400%|1-11:0.1400%|7-20:0.1400%|5-21:0.1400%|2-16:0.1400%|10-19:0.1300%|13-1:0.1300%|0-18:0.1300%|21-7:0.1300%|5-18:0.1300%|21-17:0.1300%|14-18:0.1300%|1-10:0.1300%|2-5:0.1300%|1-16:0.1300%|9-1:0.1300%|11-2:0.1300%|15-4:0.1300%|18-4:0.1200%|17-19:0.1200%|4-3:0.1200%|7-19:0.1200%|19-7:0.1200%|1-6:0.1200%|1-12:0.1200%|18-12:0.1200%|1-3:0.1200%|17-5:0.1200%|18-15:0.1200%|15-2:0.1200%|0-20:0.1200%|18-5:0.1200%|2-12:0.1200%|16-3:0.1200%|4-2:0.1200%|18-7:0.1200%|1-4:0.1200%|19-13:0.1100%|17-1:0.1100%|16-21:0.1100%|17-14:0.1100%|5-19:0.1100%|10-1:0.1100%|3-18:0.1100%|0-1:0.1100%|10-20:0.1100%|1-18:0.1100%|3-20:0.1100%|15-19:0.1100%|20-12:0.1100%|14-19:0.1100%|2-18:0.1100%|1-17:0.1000%|18-13:0.1000%|17-6:0.1000%|20-8:0.1000%|17-21:0.1000%|18-6:0.1000%|4-19:0.1000%|2-1:0.1000%|14-4:0.1000%|5-1:0.1000%|1-15:0.1000%|17-2:0.1000%|21-5:0.1000%|14-20:0.1000%|5-20:0.1000%|9-20:0.0900%|1-21:0.0900%|20-5:0.0900%|17-18:0.0900%|14-3:0.0900%|4-20:0.0900%|12-19:0.0900%|2-19:0.0900%|21-16:0.0900%|21-14:0.0900%|17-15:0.0900%|19-14:0.0900%|11-20:0.0900%|4-1:0.0900%|20-4:0.0800%|19-16:0.0800%|19-21:0.0800%|19-12:0.0800%|18-8:0.0800%|15-3:0.0800%|17-3:0.0800%|21-4:0.0800%|16-1:0.0800%|20-9:0.0800%|13-20:0.0800%|16-19:0.0800%|2-21:0.0800%|8-20:0.0700%|18-19:0.0700%|7-1:0.0700%|6-20:0.0700%|20-0:0.0700%|18-20:0.0700%|18-17:0.0700%|20-13:0.0700%|3-1:0.0700%|12-20:0.0700%|16-2:0.0700%|19-15:0.0700%|20-16:0.0700%|19-9:0.0700%|1-5:0.0700%|17-20:0.0600%|19-11:0.0600%|21-19:0.0600%|19-4:0.0600%|3-2:0.0600%|19-17:0.0600%|2-17:0.0600%|18-3:0.0600%|2-3:0.0600%|18-2:0.0600%|16-5:0.0500%|21-20:0.0500%|21-2:0.0500%|19-6:0.0500%|20-3:0.0500%|20-11:0.0500%|16-4:0.0500%|15-1:0.0500%|2-20:0.0500%|16-20:0.0500%|20-21:0.0500%|22-23:0.0400%|20-7:0.0400%|15-20:0.0400%|19-5:0.0400%|1-20:0.0400%|19-18:0.0400%|20-17:0.0400%|20-10:0.0300%|1-19:0.0300%|21-18:0.0300%|19-3:0.0300%|21-1:0.0300%|19-20:0.0300%|20-15:0.0300%|19-1:0.0300%|20-19:0.0200%|19-2:0.0200%|20-14:0.0200%|20-6:0.0200%|20-22:0.0100%|20-18:0.0100%|18-1:0.0100%|20-2:0.0100%|20-1:0.0100%
Liguilha 1,-,-,Contabilidade,Eng. Aeroespacial,811.0,0.0,704.0,0.0,56.8000,0.0000,43.2000,10.43,5.23,9.36,5.22,10000,1,,11-9:0.8400%|13-11:0.8200%|10-8:0.7700%|12-10:0.7500%|9-7:0.7000%|11-10:0.6800%|9-8:0.6500%|8-10:0.6300%|13-8:0.6200%|9-11:0.5900%|8-11:0.5800%|9-12:0.5700%|13-10:0.5700%|10-9:0.5700%|10-12:0.5600%|8-7:0.5400%|7-10:0.5300%|8-6:0.5300%|9-10:0.5200%|14-12:0.5200%|14-9:0.5200%|10-7:0.5200%|10-11:0.5200%|8-9:0.5200%|9-0:0.5100%|7-9:0.4900%|11-8:0.4900%|5-7:0.4800%|11-7:0.4800%|13-9:0.4600%|12-0:0.4600%|14-11:0.4500%|13-12:0.4500%|11-12:0.4500%|11-13:0.4500%|13-7:0.4500%|12-6:0.4500%|12-11:0.4500%|10-6:0.4400%|12-7:0.4400%|14-15:0.4400%|7-6:0.4400%|11-0:0.4300%|12-9:0.4300%|12-13:0.4300%|10-13:0.4300%|15-14:0.4200%|8-12:0.4200%|13-0:0.4200%|11-6:0.4100%|10-5:0.4100%|9-5:0.4100%|11-14:0.4100%|14-7:0.4100%|8-4:0.4000%|6-9:0.4000%|6-8:0.4000%|9-6:0.4000%|12-8:0.4000%|15-9:0.4000%|12-4:0.4000%|14-8:0.3900%|4-9:0.3900%|6-0:0.3800%|9-13:0.3800%|10-14:0.3800%|12-5:0.3800%|10-0:0.3800%|15-7:0.3800%|15-13:0.3800%|16-8:0.3700%|12-14:0.3700%|7-13:0.3700%|14-10:0.3700%|13-14:0.3600%|15-10:0.3600%|16-9:0.3600%|6-13:0.3600%|13-6:0.3600%|16-12:0.3600%|15-8:0.3600%|7-8:0.3600%|14-0:0.3600%|16-7:0.3600%|13-15:0.3600%|11-15:0.3500%|8-5:0.3500%|7-12:0.3500%|7-5:0.3400%|9-3:0.3400%|6-5:0.3400%|7-0:0.3400%|11-5:0.3400%|6-7:0.3300%|5-11:0.3300%|5-10:0.3300%|4-0:0.3300%|14-13:0.3300%|15-6:0.3300%|11-4:0.3300%|8-0:0.3300%|14-5:0.3200%|7-14:0.3200%|4-10:0.3200%|6-11:0.3200%|8-13:0.3200%|12-15:0.3200%|7-11:0.3200%|6-4:0.3100%|16-0:0.3100%|16-11:0.3100%|21-7:0.3100%|16-14:0.3100%|13-5:0.3100%|10-15:0.3100%|4-6:0.3000%|6-14:0.3000%|0-14:0.3000%|3-8:0.3000%|6-10:0.3000%|8-14:0.3000%|10-3:0.3000%|17-16:0.2900%|16-5:0.2900%|0-9:0.2900%|9-4:0.2900%|9-14:0.2900%|15-11:0.2900%|5-6:0.2800%|8-16:0.2800%|14-6:0.2800%|17-11:0.2800%|6-15:0.2800%|10-4:0.2800%|21-6:0.2800%|5-12:0.2800%|0-10:0.2700%|12-3:0.2700%|5-0:0.2700%|5-8:0.2700%|18-9:0.2700%|17-12:0.2700%|15-12:0.2700%|12-2:0.2700%|16-10:0.2700%|3-11:0.2700%|15-0:0.2700%|9-15:0.2600%|7-15:0.2600%|16-4:0.2600%|4-8:0.2600%|5-9:0.2600%|16-13:0.2600%|0-8:0.2600%|3-10:0.2600%|6-12:0.2500%|11-3:0.2500%|11-21:0.2500%|16-15:0.2500%|14-3:0.2500%|6-3:0.2500%|5-13:0.2500%|12-16:0.2500%|7-2:0.2500%|8-15:0.2500%|17-13:0.2400%|2-7:0.2400%|15-5:0.2400%|0-11:0.2400%|15-16:0.2400%|13-3:0.2400%|17-9:0.2400%|21-10:0.2400%|3-4:0.2400%|5-4:0.2400%|18-12:0.2400%|4-12:0.2400%|9-16:0.2300%|1-8:0.2300%|14-16:0.2300%|10-16:0.2300%|15-17:0.2300%|3-9:0.2200%|21-4:0.2200%|4-11:0.2200%|8-3:0.2200%|17-15:0.2200%|0-5:0.2200%|14-17:0.2200%|3-7:0.2200%|0-13:0.2200%|18-8:0.2200%|17-6:0.2200%|21-12:0.2200%|5-3:0.2200%|17-8:0.2200%|4-13:0.2200%|16-6:0.2200%|9-18:0.2100%|13-2:0.2100%|14-4:0.2100%|6-16:0.2100%|13-4:0.2100%|0-7:0.2100%|17-14:0.2100%|7-3:0.2100%|14-1:0.2100%|15-4:0.2000%|4-7:0.2000%|3-5:0.2000%|21-9:0.2000%|3-0:0.2000%|0-6:0.2000%|9-2:0.2000%|4-5:0.2000%|17-7:0.2000%|2-6:0.2000%|1-10:0.1900%|17-10:0.1900%|7-4:0.1900%|14-21:0.1900%|11-1:0.1900%|21-14:0.1800%|4-15:0.1800%|18-5:0.1800%|18-7:0.1800%|2-5:0.1800%|8-1:0.1800%|0-12:0.1800%|2-0:0.1800%|2-8:0.1700%|18-10:0.1700%|18-6:0.1700%|11-16:0.1700%|4-14:0.1700%|5-14:0.1700%|10-17:0.1700%|7-16:0.1700%|9-1:0.1700%|21-8:0.1700%|5-15:0.1700%|3-12:0.1700%|13-16:0.1700%|7-18:0.1700%|10-21:0.1700%|3-6:0.1700%|7-17:0.1700%|18-11:0.1600%|17-5:0.1600%|8-2:0.1600%|19-7:0.1600%|4-2:0.1600%|12-17:0.1600%|16-17:0.1600%|21-11:0.1600%|5-2:0.1600%|11-17:0.1600%|21-13:0.1600%|12-1:0.1600%|11-18:0.1600%|19-10:0.1600%|16-2:0.1500%|21-15:0.1500%|20-9:0.1500%|3-13:0.1500%|9-17:0.1500%|9-21:0.1500%|12-19:0.1500%|2-10:0.1500%|21-5:0.1500%|13-17:0.1500%|0-15:0.1500%|19-9:0.1500%|16-18:0.1500%|18-15:0.1500%|17-4:0.1500%|18-4:0.1400%|1-0:0.1400%|1-11:0.1400%|19-12:0.1400%|20-10:0.1400%|12-18:0.1400%|15-2:0.1400%|17-0:0.1400%|15-3:0.1400%|18-16:0.1400%|3-14:0.1300%|17-2:0.1300%|8-19:0.1300%|21-3:0.1300%|2-1:0.1300%|15-1:0.1300%|14-2:0.1300%|5-17:0.1300%|13-18:0.1300%|19-16:0.1300%|4-21:0.1300%|6-18:0.1300%|19-2:0.1300%|19-8:0.1300%|6-2:0.1300%|7-1:0.1300%|3-15:0.1300%|19-14:0.1300%|11-2:0.1300%|21-0:0.1300%|2-9:0.1300%|0-3:0.1200%|19-11:0.1200%|6-17:0.1200%|10-2:0.1200%|19-13:0.1200%|18-14:0.1200%|4-3:0.1200%|18-13:0.1200%|3-21:0.1200%|5-16:0.1200%|17-3:0.1200%|2-11:0.1200%|8-17:0.1100%|20-8:0.1100%|20-7:0.1100%|6-21:0.1100%|0-17:0.1100%|1-6:0.1100%|11-19:0.1100%|2-13:0.1100%|1-13:0.1100%|0-4:0.1100%|3-1:0.1100%|15-21:0.1100%|4-1:0.1100%|2-4:0.1100%|10-1:0.1000%|13-19:0.1000%|21-17:0.1000%|8-18:0.1000%|20-6:0.1000%|17-1:0.1000%|3-17:0.1000%|9-20:0.1000%|1-12:0.1000%|1-9:0.1000%|5-21:0.1000%|21-1:0.1000%|13-1:0.1000%|19-17:0.0900%|13-21:0.0900%|1-5:0.0900%|16-3:0.0900%|4-19:0.0900%|1-7:0.0900%|16-21:0.0900%|20-0:0.0900%|8-21:0.0900%|2-15:0.0900%|4-16:0.0900%|18-17:0.0900%|7-21:0.0900%|12-20:0.0900%|3-16:0.0900%|17-18:0.0900%|4-18:0.0900%|20-14:0.0900%|5-19:0.0900%|18-3:0.0900%|10-18:0.0900%|18-0:0.0900%|7-19:0.0900%|6-1:0.0900%|14-20:0.0800%|14-18:0.0800%|3-18:0.0800%|20-18:0.0800%|16-1:0.0800%|20-12:0.0800%|20-11:0.0800%|6-19:0.0800%|13-20:0.0800%|5-1:0.0800%|2-12:0.0800%|20-19:0.0800%|18-2:0.0800%|19-4:0.0800%|4-17:0.0800%|1-17:0.0700%|0-21:0.0700%|19-18:0.0700%|12-21:0.0700%|18-1:0.0700%|2-19:0.0700%|19-5:0.0700%|18-20:0.0700%|0-1:0.0700%|15-20:0.0700%|16-20:0.0700%|16-19:0.0700%|20-5:0.0700%|2-16:0.0700%|20-4:0.0700%|1-15:0.0700%|7-20:0.0700%|18-21:0.0700%|0-18:0.0700%|8-20:0.0600%|10-20:0.0600%|6-20:0.0600%|1-3:0.0600%|3-2:0.0600%|17-19:0.0600%|10-19:0.0600%|11-20:0.0600%|15-18:0.0600%|21-18:0.0600%|19-3:0.0600%|0-2:0.0600%|9-19:0.0600%|19-15:0.0600%|20-13:0.0600%|15-19:0.0600%|19-0:0.0600%|19-20:0.0600%|0-16:0.0600%|19-6:0.0600%|2-14:0.0600%|1-14:0.0500%|2-18:0.0500%|0-20:0.0500%|3-19:0.0500%|1-2:0.0500%|17-21:0.0500%|21-19:0.0500%|0-19:0.0500%|21-16:0.0500%|18-19:0.0500%|5-20:0.0400%|14-19:0.0400%|17-20:0.0400%|1-4:0.0400%|19-1:0.0400%|20-15:0.0400%|20-21:0.0400%|21-20:0.0400%|1-16:0.0400%|1-18:0.0400%|2-3:0.0300%|1-20:0.0300%|20-16:0.0300%|19-21:0.0300%|2-21:0.0300%|23-21:0.0300%|20-1:0.0300%|2-17:0.0300%|5-18:0.0300%|4-20:0.0300%|20-3:0.0300%|20-17:0.0300%|21-2:0.0200%|2-20:0.0200%|21-23:0.0200%|1-19:0.0200%|1-21:0.0200%|20-2:0.0100%|23-22:0.0100%|3-20:0.0100%
