team,scenario_key,stage_game1,opponent_game1,p_win_game1,p_draw_game1,p_loss_game1,stage_game2,opponent_game2,p_win_game2,p_draw_game2,p_loss_game2,p_cenario,p_passa_cenario_cond
Geologia,LM1:Psicologia|LM3:Eng. Química,LM1,Psicologia,50.0000,0.0000,50.0000,LM3,Eng. Química,83.3333,0.0000,16.6667,0.0012,41.6667
Geologia,LM1:Psicologia|LM3:Gestão,LM1,Psicologia,50.0000,0.0000,50.0000,LM3,Gestão,50.0000,0.0000,50.0000,0.0002,50.0000
Gestão,LM2:Psicologia|LM3:Eng. Civil,LM2,Psicologia,28.3666,0.0000,71.6334,LM3,Eng. Civil,18.7251,0.0000,81.2749,21.2063,6.9828
Gestão,LM2:Psicologia|LM3:Gestão e Planeamento em Turismo,LM2,Psicologia,29.1899,0.0000,70.8101,LM3,Gestão e Planeamento em Turismo,13.5475,0.0000,86.4525,0.2148,4.6555
Gestão,LM2:Psicologia|LM3:Geologia,LM2,Psicologia,0.0000,0.0000,100.0000,LM3,Geologia,50.0000,0.0000,50.0000,0.0002,0.0000
Gestão e Planeamento em Turismo,LM1:Psicologia|LM3:Eng. Química,LM1,Psicologia,74.2866,0.0000,25.7134,LM3,Eng. Química,78.4679,0.0000,21.5321,0.6553,65.1152
Gestão e Planeamento em Turismo,LM1:Psicologia|LM3:Gestão,LM1,Psicologia,72.6257,0.0000,27.3743,LM3,Gestão,86.4525,0.0000,13.5475,0.2148,68.4358
Gestão e Planeamento em Turismo,LM1:Psicologia|LM3:Eng. Física,LM1,Psicologia,74.0618,0.0000,25.9382,LM3,Eng. Física,85.4305,0.0000,14.5695,0.0906,68.2119
Gestão e Planeamento em Turismo,LM1:Psicologia|LM3:Eng. Mecânica,LM1,Psicologia,74.4681,0.0000,25.5319,LM3,Eng. Mecânica,76.5957,0.0000,23.4043,0.0047,68.0851
Psicologia,LM1:Eng. Civil|LM2:Eng. Química,LM1,Eng. Civil,37.2404,0.0000,62.7596,LM2,Eng. Química,60.0540,0.0000,39.9460,67.9515,33.0817
Psicologia,LM1:Eng. Civil|LM2:Gestão,LM1,Eng. Civil,37.1734,0.0000,62.8266,LM2,Gestão,71.6334,0.0000,28.3666,21.2063,36.1133
Psicologia,LM1:Eng. Civil|LM2:Eng. Física,LM1,Eng. Civil,37.3870,0.0000,62.6130,LM2,Eng. Física,66.8150,0.0000,33.1850,9.5477,35.3101
Psicologia,LM1:Gestão e Planeamento em Turismo|LM2:Eng. Química,LM1,Gestão e Planeamento em Turismo,25.7134,0.0000,74.2866,LM2,Eng. Química,58.7975,0.0000,41.2025,0.6553,23.4702
Psicologia,LM1:Eng. Civil|LM2:Eng. Mecânica,LM1,Eng. Civil,37.8090,0.0000,62.1910,LM2,Eng. Mecânica,69.3012,0.0000,30.6988,0.3277,36.5883
Psicologia,LM1:Gestão e Planeamento em Turismo|LM2:Gestão,LM1,Gestão e Planeamento em Turismo,27.3743,0.0000,72.6257,LM2,Gestão,70.8101,0.0000,29.1899,0.2148,26.9088
Psicologia,LM1:Gestão e Planeamento em Turismo|LM2:Eng. Física,LM1,Gestão e Planeamento em Turismo,25.9382,0.0000,74.0618,LM2,Eng. Física,64.1280,0.0000,35.8720,0.0906,24.6137
Psicologia,LM1:Gestão e Planeamento em Turismo|LM2:Eng. Mecânica,LM1,Gestão e Planeamento em Turismo,25.5319,0.0000,74.4681,LM2,Eng. Mecânica,55.3191,0.0000,44.6809,0.0047,25.5319
Psicologia,LM1:Geologia|LM2:Eng. Química,LM1,Geologia,50.0000,0.0000,50.0000,LM2,Eng. Química,58.3333,0.0000,41.6667,0.0012,50.0000
Psicologia,LM1:Geologia|LM2:Gestão,LM1,Geologia,50.0000,0.0000,50.0000,LM2,Gestão,100.0000,0.0000,0.0000,0.0002,50.0000
