jornada,dia,hora,team_a,team_b,expected_elo_a,expected_elo_a_std,expected_elo_b,expected_elo_b_std,prob_vitoria_a,prob_empate,prob_vitoria_b,distribuicao_placares,divisao,grupo
2,,,Eng. Biomédica,Música,935.0,0.0,783.0,0.0,77.4220,1.0960,21.4820,4-2:3.5370%|3-2:3.4510%|3-1:3.3950%|4-1:3.3890%|5-1:3.0280%|2-1:3.0260%|5-2:2.9180%|4-3:2.6150%|6-1:2.4970%|6-2:2.4930%|5-3:2.3540%|2-3:2.1700%|4-0:2.1230%|3-0:2.0990%|1-2:1.9710%|7-1:1.9690%|7-2:1.9610%|6-3:1.9100%|2-0:1.8510%|5-0:1.8450%|3-4:1.6510%|7-3:1.5870%|6-0:1.5370%|1-3:1.5040%|8-2:1.4840%|5-4:1.4840%|8-1:1.4540%|2-4:1.3970%|6-4:1.3010%|7-0:1.2110%|1-0:1.2050%|8-3:1.1020%|9-1:1.0330%|4-5:1.0080%|9-2:0.9870%|3-5:0.9740%|1-4:0.9700%|7-4:0.9640%|2-5:0.9100%|8-0:0.9020%|0-2:0.8130%|0-1:0.7970%|8-4:0.7570%|6-5:0.7480%|9-3:0.7460%|10-1:0.6750%|10-2:0.6640%|9-0:0.6620%|0-3:0.6130%|1-5:0.5680%|3-6:0.5250%|10-3:0.5230%|4-6:0.5230%|5-6:0.5200%|9-4:0.5120%|7-5:0.5110%|11-1:0.5000%|11-2:0.4750%|8-5:0.4500%|2-6:0.4480%|10-0:0.4270%|0-4:0.3920%|11-3:0.3650%|10-4:0.3570%|12-1:0.3460%|7-6:0.3160%|9-5:0.3060%|12-2:0.3000%|4-7:0.2930%|1-6:0.2840%|3-7:0.2780%|11-0:0.2730%|5-7:0.2580%|11-4:0.2540%|0-5:0.2500%|12-3:0.2430%|2-7:0.2430%|10-5:0.2330%|4-4:0.2230%|3-3:0.2170%|2-2:0.2160%|13-2:0.2160%|8-6:0.2110%|12-0:0.2080%|6-7:0.1970%|13-1:0.1910%|9-6:0.1700%|13-3:0.1670%|12-4:0.1660%|1-7:0.1640%|4-8:0.1440%|11-5:0.1400%|0-6:0.1370%|5-5:0.1370%|3-8:0.1340%|14-2:0.1330%|8-7:0.1290%|10-6:0.1220%|2-8:0.1200%|14-1:0.1200%|5-8:0.1160%|13-0:0.1120%|6-6:0.1060%|13-4:0.1050%|6-8:0.1040%|1-1:0.0980%|14-3:0.0900%|15-1:0.0900%|15-2:0.0850%|14-0:0.0840%|1-8:0.0810%|12-5:0.0790%|11-6:0.0770%|3-9:0.0770%|7-8:0.0710%|9-7:0.0690%|14-4:0.0670%|5-9:0.0620%|4-9:0.0600%|12-6:0.0550%|16-1:0.0550%|10-7:0.0530%|15-3:0.0510%|16-2:0.0500%|2-9:0.0490%|0-7:0.0450%|6-9:0.0450%|0-8:0.0430%|15-4:0.0410%|13-5:0.0410%|16-3:0.0410%|9-8:0.0400%|7-9:0.0400%|3-10:0.0370%|11-7:0.0360%|15-0:0.0360%|1-9:0.0340%|14-5:0.0340%|7-7:0.0340%|17-3:0.0320%|17-1:0.0320%|0-0:0.0300%|4-10:0.0300%|17-2:0.0300%|11-8:0.0280%|13-6:0.0280%|16-0:0.0280%|16-4:0.0260%|2-10:0.0260%|17-0:0.0250%|10-8:0.0250%|8-8:0.0240%|15-5:0.0230%|5-10:0.0220%|12-7:0.0220%|13-7:0.0210%|18-1:0.0200%|5-11:0.0200%|12-8:0.0200%|18-2:0.0190%|14-6:0.0190%|6-10:0.0190%|18-0:0.0180%|17-4:0.0180%|0-9:0.0170%|8-10:0.0170%|8-9:0.0170%|6-11:0.0160%|1-10:0.0150%|15-6:0.0150%|16-5:0.0150%|10-9:0.0150%|3-11:0.0140%|18-3:0.0140%|2-11:0.0140%|7-10:0.0140%|16-6:0.0120%|19-2:0.0110%|14-7:0.0110%|15-7:0.0100%|19-0:0.0090%|19-1:0.0090%|17-5:0.0090%|4-11:0.0090%|13-9:0.0080%|11-9:0.0080%|18-4:0.0080%|9-9:0.0080%|9-10:0.0070%|0-10:0.0070%|7-12:0.0070%|20-4:0.0070%|7-11:0.0070%|1-11:0.0060%|20-1:0.0060%|19-3:0.0060%|6-12:0.0060%|3-12:0.0060%|20-2:0.0060%|8-12:0.0050%|19-4:0.0050%|16-7:0.0050%|13-8:0.0050%|9-11:0.0050%|1-12:0.0050%|5-12:0.0050%|14-8:0.0040%|14-9:0.0040%|2-12:0.0040%|10-11:0.0040%|9-12:0.0040%|17-6:0.0040%|4-13:0.0030%|21-3:0.0030%|22-3:0.0030%|12-9:0.0030%|13-10:0.0030%|10-10:0.0030%|8-11:0.0030%|4-12:0.0030%|23-0:0.0020%|8-13:0.0020%|21-4:0.0020%|15-8:0.0020%|20-3:0.0020%|3-14:0.0020%|18-6:0.0020%|18-7:0.0020%|12-11:0.0020%|21-0:0.0020%|3-13:0.0020%|2-15:0.0020%|15-9:0.0020%|22-1:0.0020%|18-5:0.0020%|14-11:0.0020%|21-2:0.0020%|19-6:0.0020%|12-10:0.0020%|11-10:0.0020%|2-13:0.0020%|1-13:0.0010%|21-6:0.0010%|22-2:0.0010%|20-9:0.0010%|20-10:0.0010%|13-11:0.0010%|0-12:0.0010%|24-2:0.0010%|21-1:0.0010%|7-13:0.0010%|11-14:0.0010%|20-0:0.0010%|23-3:0.0010%|10-12:0.0010%|17-8:0.0010%|11-12:0.0010%|16-10:0.0010%|2-16:0.0010%|23-1:0.0010%|4-15:0.0010%|20-5:0.0010%|0-11:0.0010%|2-14:0.0010%|3-15:0.0010%|25-1:0.0010%|0-13:0.0010%|21-5:0.0010%|9-14:0.0010%|19-5:0.0010%|20-7:0.0010%|24-4:0.0010%|6-13:0.0010%|5-16:0.0010%|17-7:0.0010%,,
4,,,Biologia,Educação Básica,680.0,0.0,624.0,0.0,60.2150,1.0790,38.7060,3-2:3.3700%|2-3:3.1070%|4-2:3.0420%|3-1:2.9400%|4-3:2.8750%|2-1:2.8060%|4-1:2.6620%|5-2:2.5440%|1-2:2.5320%|3-4:2.4980%|2-4:2.3350%|5-3:2.2620%|1-3:2.2380%|5-1:2.0990%|3-5:1.8350%|6-2:1.8190%|5-4:1.7920%|6-3:1.7810%|1-4:1.7420%|2-5:1.6300%|6-1:1.6110%|4-5:1.5420%|3-0:1.5210%|6-4:1.4160%|2-0:1.3990%|4-0:1.3960%|7-2:1.3060%|7-3:1.2750%|1-5:1.2400%|3-6:1.1500%|5-0:1.1420%|7-1:1.1080%|0-2:1.0920%|2-6:1.0690%|1-0:1.0670%|6-5:0.9710%|4-6:0.9650%|0-3:0.9480%|0-1:0.9450%|7-4:0.9430%|8-2:0.9300%|5-6:0.8740%|6-0:0.8680%|8-3:0.8420%|8-1:0.7870%|1-6:0.7860%|3-7:0.7320%|0-4:0.7310%|8-4:0.6920%|7-5:0.6790%|2-7:0.6340%|7-0:0.6280%|4-7:0.5740%|9-2:0.5730%|9-3:0.5230%|0-5:0.5140%|5-7:0.5130%|9-1:0.5000%|1-7:0.4740%|8-5:0.4720%|9-4:0.4350%|8-0:0.4220%|7-6:0.4190%|2-8:0.4030%|3-8:0.3830%|6-7:0.3790%|10-3:0.3640%|4-8:0.3510%|10-2:0.3430%|0-6:0.3280%|10-1:0.3200%|9-5:0.3060%|5-8:0.3040%|1-8:0.3010%|10-4:0.2880%|8-6:0.2850%|9-0:0.2630%|3-3:0.2330%|11-2:0.2270%|4-9:0.2230%|3-9:0.2210%|2-9:0.2140%|6-8:0.2040%|11-3:0.2020%|0-7:0.2010%|4-4:0.2000%|9-6:0.1910%|10-5:0.1860%|11-1:0.1830%|8-7:0.1770%|5-9:0.1670%|10-0:0.1670%|7-8:0.1630%|2-2:0.1620%|1-9:0.1540%|5-5:0.1520%|12-2:0.1500%|11-4:0.1450%|9-7:0.1440%|2-10:0.1280%|10-6:0.1250%|11-0:0.1220%|3-10:0.1210%|4-10:0.1200%|12-1:0.1190%|6-9:0.1180%|12-3:0.1170%|0-8:0.1150%|11-5:0.1100%|6-6:0.1070%|1-1:0.1040%|12-4:0.1010%|7-9:0.0910%|5-10:0.0880%|13-3:0.0870%|1-10:0.0840%|11-6:0.0780%|13-2:0.0780%|12-0:0.0760%|3-11:0.0750%|10-7:0.0750%|12-5:0.0730%|9-8:0.0700%|4-11:0.0690%|0-9:0.0650%|6-10:0.0630%|13-1:0.0620%|7-7:0.0590%|13-4:0.0570%|8-9:0.0540%|2-11:0.0520%|13-5:0.0520%|7-10:0.0500%|5-11:0.0480%|13-0:0.0460%|2-12:0.0450%|14-2:0.0440%|14-1:0.0430%|11-7:0.0430%|12-6:0.0420%|14-4:0.0410%|4-12:0.0410%|0-10:0.0390%|1-11:0.0380%|15-3:0.0350%|10-8:0.0340%|6-11:0.0340%|14-3:0.0330%|11-8:0.0320%|8-8:0.0300%|10-9:0.0290%|8-10:0.0290%|3-12:0.0280%|1-12:0.0280%|4-13:0.0260%|13-6:0.0240%|0-11:0.0240%|15-4:0.0240%|12-7:0.0240%|8-11:0.0230%|7-11:0.0230%|14-5:0.0220%|9-10:0.0220%|5-12:0.0210%|15-2:0.0210%|0-0:0.0210%|11-9:0.0200%|14-0:0.0200%|15-1:0.0200%|13-7:0.0190%|16-1:0.0170%|5-13:0.0170%|16-3:0.0170%|12-8:0.0160%|6-12:0.0160%|3-13:0.0150%|15-0:0.0130%|16-2:0.0130%|16-4:0.0130%|15-5:0.0130%|14-6:0.0130%|2-13:0.0120%|4-14:0.0110%|7-12:0.0110%|9-11:0.0110%|6-13:0.0100%|3-14:0.0100%|17-1:0.0100%|1-13:0.0100%|8-12:0.0100%|12-9:0.0090%|15-6:0.0090%|9-9:0.0090%|14-8:0.0090%|14-7:0.0080%|17-4:0.0080%|13-8:0.0080%|10-11:0.0070%|18-3:0.0070%|2-14:0.0070%|13-10:0.0070%|0-12:0.0070%|5-14:0.0070%|6-14:0.0070%|17-3:0.0060%|3-15:0.0060%|13-9:0.0060%|0-14:0.0060%|10-12:0.0060%|18-1:0.0060%|15-7:0.0060%|18-4:0.0060%|16-7:0.0060%|7-13:0.0050%|16-5:0.0050%|14-9:0.0050%|15-8:0.0050%|17-2:0.0050%|11-10:0.0050%|17-6:0.0050%|12-11:0.0050%|12-10:0.0040%|8-13:0.0040%|1-14:0.0040%|18-0:0.0040%|16-0:0.0040%|17-0:0.0040%|18-2:0.0040%|16-6:0.0040%|20-4:0.0030%|0-13:0.0030%|1-15:0.0030%|20-3:0.0030%|20-2:0.0030%|9-12:0.0030%|18-5:0.0030%|2-15:0.0030%|17-8:0.0020%|3-16:0.0020%|19-0:0.0020%|18-6:0.0020%|9-13:0.0020%|18-8:0.0020%|19-1:0.0020%|20-0:0.0020%|21-1:0.0020%|6-17:0.0020%|19-2:0.0020%|21-2:0.0020%|7-15:0.0020%|20-1:0.0020%|7-16:0.0020%|17-5:0.0020%|19-5:0.0020%|7-14:0.0020%|1-16:0.0010%|8-14:0.0010%|5-15:0.0010%|8-16:0.0010%|21-7:0.0010%|9-17:0.0010%|5-21:0.0010%|12-14:0.0010%|5-16:0.0010%|2-19:0.0010%|23-8:0.0010%|22-3:0.0010%|24-3:0.0010%|1-17:0.0010%|19-4:0.0010%|4-16:0.0010%|6-16:0.0010%|19-10:0.0010%|16-8:0.0010%|15-9:0.0010%|3-20:0.0010%|2-17:0.0010%|21-0:0.0010%|11-12:0.0010%|12-13:0.0010%|10-10:0.0010%|12-12:0.0010%|22-10:0.0010%|6-15:0.0010%|12-15:0.0010%|6-19:0.0010%|19-9:0.0010%|5-17:0.0010%|15-11:0.0010%|11-16:0.0010%|16-9:0.0010%|15-10:0.0010%|7-17:0.0010%|8-15:0.0010%|17-9:0.0010%|14-13:0.0010%|9-16:0.0010%|23-3:0.0010%|2-18:0.0010%|21-11:0.0010%,,
4,,,Eng. Eletrónica e Telecomunicações,Eng. de Materiais,676.0,0.0,709.0,0.0,43.0060,1.1300,55.8640,2-3:3.4870%|3-2:3.0990%|2-4:2.9330%|1-3:2.8160%|3-4:2.7860%|1-2:2.7330%|4-3:2.7300%|4-2:2.5470%|1-4:2.4700%|2-1:2.4620%|2-5:2.3520%|3-1:2.3290%|3-5:2.1960%|1-5:1.9770%|4-1:1.9480%|5-3:1.9180%|4-5:1.8950%|5-2:1.8260%|5-4:1.7050%|2-6:1.7000%|3-6:1.6380%|1-6:1.4230%|5-1:1.4000%|0-3:1.3840%|0-2:1.3290%|4-6:1.3010%|6-2:1.2750%|6-3:1.2490%|2-7:1.2090%|0-4:1.1930%|6-4:1.1610%|2-0:1.1590%|3-7:1.1420%|3-0:1.0630%|0-1:1.0350%|1-7:1.0180%|1-0:0.9710%|4-7:0.9610%|0-5:0.9450%|6-1:0.9110%|5-6:0.8930%|4-0:0.8900%|6-5:0.8810%|7-2:0.8370%|2-8:0.8140%|7-3:0.8040%|3-8:0.7200%|0-6:0.6970%|5-7:0.6720%|7-4:0.6610%|1-8:0.6390%|5-0:0.6120%|4-8:0.6010%|7-1:0.5920%|7-5:0.5610%|2-9:0.5210%|3-9:0.5020%|8-3:0.4930%|8-2:0.4840%|6-7:0.4600%|0-7:0.4560%|5-8:0.4530%|1-9:0.4500%|6-0:0.4370%|8-4:0.4190%|7-6:0.3720%|8-1:0.3640%|8-5:0.3640%|4-9:0.3600%|0-8:0.3290%|2-10:0.3120%|3-10:0.2930%|9-3:0.2910%|9-2:0.2680%|6-8:0.2650%|5-9:0.2640%|7-0:0.2620%|1-10:0.2560%|8-6:0.2500%|4-10:0.2420%|9-4:0.2290%|4-4:0.2260%|3-3:0.2230%|9-1:0.2130%|2-2:0.2090%|0-9:0.2020%|9-5:0.1960%|10-3:0.1850%|2-11:0.1810%|3-11:0.1800%|5-10:0.1780%|6-9:0.1760%|8-7:0.1750%|7-8:0.1730%|10-2:0.1590%|1-11:0.1550%|8-0:0.1450%|9-6:0.1440%|5-5:0.1400%|10-4:0.1400%|4-11:0.1330%|0-10:0.1320%|2-12:0.1250%|6-10:0.1240%|10-1:0.1220%|10-5:0.1210%|7-9:0.1170%|3-12:0.1130%|5-11:0.1050%|1-12:0.1030%|6-6:0.0980%|9-0:0.0970%|1-1:0.0960%|4-12:0.0880%|8-9:0.0860%|11-3:0.0860%|6-11:0.0840%|9-7:0.0800%|10-6:0.0780%|11-2:0.0750%|7-10:0.0740%|11-1:0.0700%|11-4:0.0690%|10-7:0.0680%|11-5:0.0630%|3-13:0.0620%|7-7:0.0610%|2-13:0.0600%|0-11:0.0600%|9-8:0.0570%|5-12:0.0570%|7-11:0.0530%|4-13:0.0510%|12-2:0.0500%|1-13:0.0490%|10-0:0.0480%|12-3:0.0460%|2-14:0.0460%|11-6:0.0460%|0-12:0.0460%|12-5:0.0420%|6-12:0.0420%|3-14:0.0410%|12-4:0.0400%|8-10:0.0380%|11-7:0.0360%|10-8:0.0350%|11-0:0.0350%|0-0:0.0340%|5-13:0.0300%|1-14:0.0270%|8-8:0.0270%|13-2:0.0260%|13-4:0.0250%|7-12:0.0250%|12-1:0.0240%|13-3:0.0240%|0-13:0.0240%|4-14:0.0240%|8-11:0.0220%|9-10:0.0220%|5-14:0.0220%|12-6:0.0210%|6-13:0.0210%|11-8:0.0200%|0-14:0.0200%|8-12:0.0190%|2-15:0.0180%|10-9:0.0180%|13-1:0.0170%|3-15:0.0170%|12-7:0.0170%|12-0:0.0170%|6-15:0.0160%|7-13:0.0160%|13-5:0.0150%|5-15:0.0150%|4-15:0.0140%|13-7:0.0140%|1-15:0.0140%|8-14:0.0130%|9-9:0.0130%|9-11:0.0130%|11-9:0.0130%|6-14:0.0130%|12-9:0.0120%|14-3:0.0120%|13-6:0.0120%|14-2:0.0120%|12-8:0.0110%|1-16:0.0110%|4-16:0.0110%|14-4:0.0100%|3-16:0.0100%|2-16:0.0100%|15-3:0.0090%|14-1:0.0090%|13-8:0.0080%|9-12:0.0080%|7-15:0.0080%|8-13:0.0080%|0-15:0.0080%|2-17:0.0080%|7-14:0.0070%|15-2:0.0060%|3-17:0.0060%|10-11:0.0060%|1-18:0.0060%|5-16:0.0060%|9-13:0.0060%|9-14:0.0050%|16-3:0.0050%|4-17:0.0050%|12-11:0.0050%|11-10:0.0050%|14-7:0.0050%|6-16:0.0050%|14-5:0.0050%|0-16:0.0050%|15-5:0.0050%|13-0:0.0040%|16-4:0.0040%|8-15:0.0040%|14-6:0.0040%|10-12:0.0040%|6-18:0.0040%|15-1:0.0040%|7-16:0.0040%|2-18:0.0030%|12-10:0.0030%|17-1:0.0030%|5-17:0.0030%|1-17:0.0030%|13-11:0.0030%|11-12:0.0030%|15-4:0.0030%|7-17:0.0020%|14-9:0.0020%|18-4:0.0020%|3-18:0.0020%|13-9:0.0020%|5-18:0.0020%|15-0:0.0020%|10-13:0.0020%|1-20:0.0020%|17-8:0.0020%|14-11:0.0020%|8-18:0.0020%|10-10:0.0020%|16-2:0.0020%|14-8:0.0020%|6-17:0.0020%|1-19:0.0020%|5-20:0.0020%|4-19:0.0020%|15-6:0.0020%|16-5:0.0020%|19-1:0.0020%|18-3:0.0020%|15-7:0.0020%|16-6:0.0020%|9-15:0.0020%|13-12:0.0010%|4-18:0.0010%|18-2:0.0010%|21-3:0.0010%|7-20:0.0010%|17-13:0.0010%|16-0:0.0010%|13-10:0.0010%|15-13:0.0010%|9-16:0.0010%|17-4:0.0010%|18-5:0.0010%|17-3:0.0010%|3-19:0.0010%|21-6:0.0010%|8-16:0.0010%|19-6:0.0010%|11-11:0.0010%|16-1:0.0010%|12-13:0.0010%|5-19:0.0010%|15-8:0.0010%|20-3:0.0010%|0-18:0.0010%|4-20:0.0010%|17-5:0.0010%|15-9:0.0010%|10-17:0.0010%|21-0:0.0010%|18-1:0.0010%|0-20:0.0010%|10-15:0.0010%|0-17:0.0010%|14-10:0.0010%|17-7:0.0010%|8-17:0.0010%|17-6:0.0010%|14-0:0.0010%,,
4,,,Economia,Ciências Biomédicas,411.0,0.0,856.0,0.0,0.2660,1.0750,98.6590,0-5:8.5400%|0-6:8.3630%|0-7:7.9090%|0-4:7.8770%|0-8:6.9640%|0-3:6.7680%|0-9:6.0770%|0-10:5.0630%|0-2:4.7530%|0-11:4.0740%|0-12:3.2780%|0-1:2.7690%|0-13:2.5030%|0-14:1.8990%|1-5:1.7590%|1-6:1.6000%|1-4:1.5670%|1-7:1.5110%|0-15:1.4380%|1-8:1.3900%|1-3:1.2900%|1-9:1.1730%|0-16:1.0690%|1-2:0.9770%|1-10:0.9570%|1-11:0.7930%|0-17:0.7600%|1-12:0.6810%|0-18:0.5460%|1-13:0.4960%|1-14:0.3690%|0-19:0.3610%|1-15:0.2830%|0-20:0.2430%|3-3:0.2400%|1-16:0.2170%|4-4:0.2070%|2-5:0.1830%|2-2:0.1820%|1-0:0.1810%|2-6:0.1780%|2-7:0.1660%|2-4:0.1620%|0-21:0.1560%|1-17:0.1410%|2-8:0.1370%|5-5:0.1350%|2-3:0.1310%|2-9:0.1210%|1-1:0.1070%|6-6:0.0950%|2-10:0.0920%|0-22:0.0920%|1-18:0.0910%|1-19:0.0800%|2-12:0.0720%|2-11:0.0690%|2-1:0.0490%|7-7:0.0480%|0-23:0.0460%|1-20:0.0460%|0-24:0.0350%|2-13:0.0350%|0-0:0.0340%|2-15:0.0310%|2-0:0.0240%|2-14:0.0230%|0-25:0.0220%|2-16:0.0220%|1-21:0.0210%|1-22:0.0210%|2-17:0.0190%|1-23:0.0190%|8-8:0.0180%|3-8:0.0140%|3-5:0.0120%|3-6:0.0100%|3-4:0.0100%|3-2:0.0080%|2-18:0.0080%|3-10:0.0070%|1-24:0.0070%|3-9:0.0060%|0-26:0.0050%|3-11:0.0050%|9-9:0.0050%|3-7:0.0040%|1-25:0.0040%|2-20:0.0030%|3-14:0.0030%|0-29:0.0030%|2-19:0.0030%|10-10:0.0030%|0-27:0.0030%|4-6:0.0020%|1-26:0.0020%|2-21:0.0020%|3-1:0.0020%|3-19:0.0020%|2-22:0.0020%|3-20:0.0010%|13-13:0.0010%|3-18:0.0010%|3-16:0.0010%|3-13:0.0010%|2-25:0.0010%|0-28:0.0010%|4-9:0.0010%|3-17:0.0010%|3-0:0.0010%|4-3:0.0010%|4-8:0.0010%|1-28:0.0010%|3-21:0.0010%|3-15:0.0010%|4-10:0.0010%|4-12:0.0010%,,
4,,,Matemática,Contabilidade,988.0,0.0,442.0,0.0,98.6910,1.1190,0.1900,6-0:7.8280%|5-0:7.6810%|7-0:7.5400%|8-0:7.0970%|4-0:6.9230%|9-0:6.3520%|3-0:5.6400%|10-0:5.4610%|11-0:4.6100%|12-0:3.8520%|2-0:3.8090%|13-0:3.0810%|14-0:2.4370%|1-0:2.1790%|15-0:1.9660%|5-1:1.5470%|16-0:1.5120%|7-1:1.5110%|6-1:1.4550%|8-1:1.4210%|4-1:1.3350%|9-1:1.1790%|10-1:1.1370%|3-1:1.1220%|17-0:1.0630%|11-1:0.9180%|12-1:0.8100%|2-1:0.7470%|18-0:0.7420%|13-1:0.6520%|19-0:0.5760%|14-1:0.5200%|20-0:0.3700%|15-1:0.3460%|16-1:0.3090%|3-3:0.2560%|21-0:0.2460%|17-1:0.2330%|4-4:0.2090%|2-2:0.1940%|18-1:0.1700%|7-2:0.1700%|8-2:0.1560%|22-0:0.1550%|4-2:0.1510%|5-2:0.1450%|9-2:0.1420%|6-2:0.1350%|5-5:0.1340%|0-1:0.1150%|19-1:0.1150%|1-1:0.1100%|6-6:0.1050%|10-2:0.1050%|3-2:0.1000%|11-2:0.0990%|12-2:0.0850%|23-0:0.0840%|20-1:0.0780%|13-2:0.0650%|24-0:0.0560%|7-7:0.0500%|1-2:0.0490%|14-2:0.0460%|21-1:0.0420%|15-2:0.0390%|16-2:0.0320%|22-1:0.0280%|25-0:0.0260%|8-8:0.0230%|0-0:0.0220%|8-3:0.0210%|26-0:0.0200%|23-1:0.0190%|5-3:0.0180%|17-2:0.0170%|18-2:0.0140%|9-9:0.0130%|0-2:0.0120%|25-1:0.0120%|10-3:0.0110%|2-3:0.0110%|4-3:0.0110%|20-2:0.0110%|11-3:0.0100%|24-1:0.0090%|19-2:0.0090%|12-3:0.0080%|26-1:0.0080%|9-3:0.0060%|6-3:0.0060%|14-3:0.0050%|27-0:0.0050%|7-3:0.0040%|13-3:0.0030%|27-1:0.0030%|30-0:0.0030%|17-3:0.0030%|28-0:0.0030%|21-2:0.0020%|28-2:0.0020%|6-4:0.0020%|15-3:0.0020%|1-3:0.0010%|32-0:0.0010%|29-0:0.0010%|24-2:0.0010%|3-4:0.0010%|20-3:0.0010%|11-11:0.0010%|13-13:0.0010%|9-4:0.0010%|31-0:0.0010%|17-4:0.0010%|28-1:0.0010%|5-4:0.0010%|8-4:0.0010%|7-4:0.0010%|0-3:0.0010%|10-10:0.0010%|11-4:0.0010%|23-2:0.0010%,,
