team,scenario_key,stage_game1,opponent_game1,p_win_game1,p_draw_game1,p_loss_game1,stage_game2,opponent_game2,p_win_game2,p_draw_game2,p_loss_game2,p_cenario,p_passa_cenario_cond
Administração Pública,LM2:Línguas e Relações Empresariais|LM3:Tecnologias de Informação,LM2,Línguas e Relações Empresariais,45.2752,0.0000,54.7248,LM3,Tecnologias de Informação,46.0733,0.0000,53.9267,14.5709,34.3870
Administração Pública,LM2:Contabilidade|LM3:Tecnologias de Informação,LM2,Contabilidade,45.9983,0.0000,54.0017,LM3,Tecnologias de Informação,45.8928,0.0000,54.1072,12.8870,34.6690
Administração Pública,LM2:Eng. Civil|LM3:Tecnologias de Informação,LM2,Eng. Civil,46.4157,0.0000,53.5843,LM3,Tecnologias de Informação,45.6602,0.0000,54.3398,12.3105,34.5299
Administração Pública,LM2:Gestão e Planeamento em Turismo|LM3:Tecnologias de Informação,LM2,Gestão e Planeamento em Turismo,44.5115,0.0000,55.4885,LM3,Tecnologias de Informação,45.9478,0.0000,54.0522,3.7597,34.0267
Administração Pública,LM2:Design|LM3:Tecnologias de Informação,LM2,Design,48.3651,0.0000,51.6349,LM3,Tecnologias de Informação,45.3392,0.0000,54.6608,0.2049,34.6022
Contabilidade,LM1:Tecnologias de Informação|LM2:Administração Pública,LM1,Tecnologias de Informação,43.5400,0.0000,56.4600,LM2,Administração Pública,54.0017,0.0000,45.9983,12.8870,24.3478
Contabilidade,LM1:Tecnologias de Informação|LM2:Eng. Biomédica,LM1,Tecnologias de Informação,43.6486,0.0000,56.3514,LM2,Eng. Biomédica,56.4551,0.0000,43.5449,8.4871,38.3959
Contabilidade,LM1:Tecnologias de Informação|LM2:Eng. Computacional,LM1,Tecnologias de Informação,43.3621,0.0000,56.6379,LM2,Eng. Computacional,53.9068,0.0000,46.0932,4.6649,37.1241
Contabilidade,LM1:Tecnologias de Informação|LM2:Eng. Física,LM1,Tecnologias de Informação,43.2822,0.0000,56.7178,LM2,Eng. Física,54.5307,0.0000,45.4693,2.6519,37.2676
Contabilidade,LM1:Tecnologias de Informação|LM2:Gestão,LM1,Tecnologias de Informação,43.7546,0.0000,56.2454,LM2,Gestão,54.3767,0.0000,45.6233,0.8134,36.9191
Design,LM1:Tecnologias de Informação|LM2:Administração Pública,LM1,Tecnologias de Informação,43.5822,0.0000,56.4178,LM2,Administração Pública,51.6349,0.0000,48.3651,0.2049,23.5725
Design,LM1:Tecnologias de Informação|LM2:Eng. Biomédica,LM1,Tecnologias de Informação,42.5671,0.0000,57.4329,LM2,Eng. Biomédica,57.6505,0.0000,42.3495,0.1379,38.1436
Design,LM1:Tecnologias de Informação|LM2:Eng. Computacional,LM1,Tecnologias de Informação,44.1257,0.0000,55.8743,LM2,Eng. Computacional,54.5082,0.0000,45.4918,0.0732,37.5683
Design,LM1:Tecnologias de Informação|LM2:Eng. Física,LM1,Tecnologias de Informação,42.5926,0.0000,57.4074,LM2,Eng. Física,50.4630,0.0000,49.5370,0.0432,35.4167
Design,LM1:Tecnologias de Informação|LM2:Gestão,LM1,Tecnologias de Informação,42.8571,0.0000,57.1429,LM2,Gestão,55.7823,0.0000,44.2177,0.0147,36.0544
Eng. Biomédica,LM2:Línguas e Relações Empresariais|LM3:Tecnologias de Informação,LM2,Línguas e Relações Empresariais,43.3161,0.0000,56.6839,LM3,Tecnologias de Informação,44.0976,0.0000,55.9024,9.5715,32.8130
Eng. Biomédica,LM2:Contabilidade|LM3:Tecnologias de Informação,LM2,Contabilidade,43.5449,0.0000,56.4551,LM3,Tecnologias de Informação,44.0539,0.0000,55.9461,8.4871,19.6581
